Application,Name,Type,sourceLanguage,mainDirectory,subDirectory,fileName,fileExtension,JavaComments,CCType,Scope,NewProgramName,FunctionalArea,JavaClass,comments
GROUP,S1691SCR,CPY,,SMART,CPY,S1691SCR,CPY,,SRC,,,STABMNT,,
GROUP,S1693SCR,CPY,,SMART,CPY,S1693SCR,CPY,,SRC,,,SSCTORT,,
GROUP,S1696SCR,CPY,,SMART,CPY,S1696SCR,CPY,,SRC,,,SSCTORT,,
GROUP,S1697SCR,CPY,,SMART,CPY,S1697SCR,CPY,,SRC,,,SSCTAUD,,
GROUP,S1698SCR,CPY,,SMART,CPY,S1698SCR,CPY,,SRC,,,STABMNT,,
GROUP,S1702SCR,CPY,,SMART,CPY,S1702SCR,CPY,,SRC,,,SSCTART,,
GROUP,S1704SCR,CPY,,SMART,CPY,S1704SCR,CPY,,SRC,,,SSECALM,,
GROUP,S1707SCR,CPY,,SMART,CPY,S1707SCR,CPY,,SRC,O,,SDEVUTL,,
GROUP,S1708SCR,CPY,,SMART,CPY,S1708SCR,CPY,,SRC,O,,SSCTBRT,,
GROUP,S1709SCR,CPY,,SMART,CPY,S1709SCR,CPY,,SRC,,,SDEVUTL,,
GROUP,S1710SCR,CPY,,SMART,CPY,S1710SCR,CPY,,SRC,,,SSECSLM,,
GROUP,S1711SCR,CPY,,SMART,CPY,S1711SCR,CPY,,SRC,,,SSECSLM,,
GROUP,S1713SCR,CPY,,SMART,CPY,S1713SCR,CPY,,SRC,,,SDEVUTL,,
GROUP,S1715SCR,CPY,,SMART,CPY,S1715SCR,CPY,,SRC,,,SSCTBJM,,
GROUP,S1716SCR,CPY,,SMART,CPY,S1716SCR,CPY,,SRC,O,,SDEVDOC,,
GROUP,S1719SCR,CPY,,SMART,CPY,S1719SCR,CPY,,SRC,O,,SARCHIV,,
GROUP,S1720SCR,CPY,,SMART,CPY,S1720SCR,CPY,,SRC,O,,SARCHIV,,
GROUP,S1721SCR,CPY,,SMART,CPY,S1721SCR,CPY,,SRC,,,SDEVDOC,,
GROUP,S1901SCR,CPY,,SMART,CPY,S1901SCR,CPY,,SRC,O,,,,
GROUP,S1902SCR,CPY,,SMART,CPY,S1902SCR,CPY,,SRC,O,,,,
GROUP,S1903SCR,CPY,,SMART,CPY,S1903SCR,CPY,,SRC,O,,,,
GROUP,SAFEENTKEY,CPY,,SMART,CPY,SAFEENTKEY,CPY,,SRC,O,,SSCTARC,,
GROUP,SAFEENTSKM,CPY,,SMART,CPY,SAFEENTSKM,CPY,,SRC,O,,SSCTARC,,
GROUP,SAFEEVTKEY,CPY,,SMART,CPY,SAFEEVTKEY,CPY,,SRC,O,,SSCTARC,,
GROUP,SAFEEVTSKM,CPY,,SMART,CPY,SAFEEVTSKM,CPY,,SRC,O,,SSCTARC,,
GROUP,SAFERUNKEY,CPY,,SMART,CPY,SAFERUNKEY,CPY,,SRC,O,,SSCTARC,,
GROUP,SAFERUNSKM,CPY,,SMART,CPY,SAFERUNSKM,CPY,,SRC,O,,SSCTARC,,
GROUP,SANCKYR,CPY,,SMART,CPY,SANCKYR,CPY,,SRC,,,SSECALM,,
GROUP,SANCSKR,CPY,,SMART,CPY,SANCSKR,CPY,,SRC,,,SSECALM,,
GROUP,SANCTNREC,CPY,,SMART,CPY,SANCTNREC,CPY,,SRC,,,SSCTORT,,
GROUP,SARDKEY,CPY,,SMART,CPY,SARDKEY,CPY,,SRC,O,,SARCHIV,,
GROUP,SARDSKM,CPY,,SMART,CPY,SARDSKM,CPY,,SRC,O,,SARCHIV,,
GROUP,SARLKEY,CPY,,SMART,CPY,SARLKEY,CPY,,SRC,O,,SARCHIV,,
GROUP,SARLLGLKEY,CPY,,SMART,CPY,SARLLGLKEY,CPY,,SRC,O,,SARCHIV,,
GROUP,SARLLGLSKM,CPY,,SMART,CPY,SARLLGLSKM,CPY,,SRC,O,,SARCHIV,,
GROUP,SARLSKM,CPY,,SMART,CPY,SARLSKM,CPY,,SRC,O,,SARCHIV,,
GROUP,SARREXTKEY,CPY,,SMART,CPY,SARREXTKEY,CPY,,SRC,O,,SARCHIV,,
GROUP,SARREXTSKM,CPY,,SMART,CPY,SARREXTSKM,CPY,,SRC,O,,SARCHIV,,
GROUP,SARRFILKEY,CPY,,SMART,CPY,SARRFILKEY,CPY,,SRC,O,,SARCHIV,,
GROUP,SARRFILSKM,CPY,,SMART,CPY,SARRFILSKM,CPY,,SRC,O,,SARCHIV,,
GROUP,SARRKEY,CPY,,SMART,CPY,SARRKEY,CPY,,SRC,O,,SARCHIV,,
GROUP,SARRSKM,CPY,,SMART,CPY,SARRSKM,CPY,,SRC,O,,SARCHIV,,
GROUP,SARTENTKEY,CPY,,SMART,CPY,SARTENTKEY,CPY,,SRC,O,,SSCTARC,,
GROUP,SARTENTSKM,CPY,,SMART,CPY,SARTENTSKM,CPY,,SRC,O,,SSCTARC,,
GROUP,SARTEVTKEY,CPY,,SMART,CPY,SARTEVTKEY,CPY,,SRC,O,,SSCTARC,,
GROUP,SARTEVTSKM,CPY,,SMART,CPY,SARTEVTSKM,CPY,,SRC,O,,SSCTARC,,
GROUP,SARTRUNKEY,CPY,,SMART,CPY,SARTRUNKEY,CPY,,SRC,O,,SSCTARC,,
GROUP,SARTRUNSKM,CPY,,SMART,CPY,SARTRUNSKM,CPY,,SRC,O,,SSCTARC,,
GROUP,SBATKEY,CPY,,SMART,CPY,SBATKEY,CPY,,SRC,,,SSCTBRT,,
GROUP,SBATNXTREC,CPY,,SMART,CPY,SBATNXTREC,CPY,,SRC,O,,SXXXXXX,,
GROUP,SBATSKM,CPY,,SMART,CPY,SBATSKM,CPY,,SRC,,,SDEVCSA,,
GROUP,SCACKEY,CPY,,SMART,CPY,SCACKEY,CPY,,SRC,O,,SDEVCSA,,
GROUP,SCACSKM,CPY,,SMART,CPY,SCACSKM,CPY,,SRC,O,,SSFCDCT,,
GROUP,SCALLORD,CPY,,SMART,CPY,SCALLORD,CPY,,SRC,,,SDEVCSA,,
GROUP,SCALLSFL,CPY,,SMART,CPY,SCALLSFL,CPY,,SRC,,,SDEVCSA,,
GROUP,SCANREC,CPY,,SMART,CPY,SCANREC,CPY,,SRC,,,SXXXXXX,,
GROUP,SCCDKEY,CPY,,SMART,CPY,SCCDKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCCDSKM,CPY,,SMART,CPY,SCCDSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCCSKEY,CPY,,SMART,CPY,SCCSKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCCSSKM,CPY,,SMART,CPY,SCCSSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCHDKEY,CPY,,SMART,CPY,SCHDKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCHDSKM,CPY,,SMART,CPY,SCHDSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCHSKEY,CPY,,SMART,CPY,SCHSKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCHSSKM,CPY,,SMART,CPY,SCHSSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCINELMKEY,CPY,,SMART,CPY,SCINELMKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCINELMSKM,CPY,,SMART,CPY,SCINELMSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCINKEY,CPY,,SMART,CPY,SCINKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCINSKM,CPY,,SMART,CPY,SCINSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCIRELMKEY,CPY,,SMART,CPY,SCIRELMKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCIRELMSKM,CPY,,SMART,CPY,SCIRELMSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCIRKEY,CPY,,SMART,CPY,SCIRKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCIRSKM,CPY,,SMART,CPY,SCIRSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCISKEY,CPY,,SMART,CPY,SCISKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCISSKM,CPY,,SMART,CPY,SCISSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCMDKEY,CPY,,SMART,CPY,SCMDKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCMDSKM,CPY,,SMART,CPY,SCMDSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCODKEY,CPY,,SMART,CPY,SCODKEY,CPY,,SRC,,,SCLTSEC,,
GROUP,SCODSKM,CPY,,SMART,CPY,SCODSKM,CPY,,SRC,,,SCLTSEC,,
GROUP,SCRBDTECPY,CPY,,SMART,CPY,SCRBDTECPY,CPY,,SRC,,,SXXXXXX,,
GROUP,SCRBMTHCPY,CPY,,SMART,CPY,SCRBMTHCPY,CPY,,SRC,,,SXXXXXX,,
GROUP,SCRCKEY,CPY,,SMART,CPY,SCRCKEY,CPY,,SRC,O,,SDEVDOC,,
GROUP,SCRCSKM,CPY,,SMART,CPY,SCRCSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCRCTLCPY,CPY,,SMART,CPY,SCRCTLCPY,CPY,,SRC,,,SDEVDOC,,
GROUP,SCRIBECPY,CPY,,SMART,CPY,SCRIBECPY,CPY,,SRC,,,SDEVDOC,,
GROUP,SCRIBLCPY,CPY,,SMART,CPY,SCRIBLCPY,CPY,,SRC,,,SDEVDOC,,
GROUP,SCRNPARAMS,CPY,,SMART,CPY,SCRNPARAMS,CPY,,SRC,,,SDEVSCR,,
GROUP,SCRRELMKEY,CPY,,SMART,CPY,SCRRELMKEY,CPY,,SRC,,,SDEVDOC,,
GROUP,SCRRELMSKM,CPY,,SMART,CPY,SCRRELMSKM,CPY,,SRC,,,SSECALM,,
GROUP,SCRRKEY,CPY,,SMART,CPY,SCRRKEY,CPY,,SRC,,,SSFCDCT,,
GROUP,SCRRSKM,CPY,,SMART,CPY,SCRRSKM,CPY,,SRC,,,SSFCDCT,,
GROUP,SCRVKEY,CPY,,SMART,CPY,SCRVKEY,CPY,,SRC,O,,SSFCINV,,
GROUP,SCRVSKM,CPY,,SMART,CPY,SCRVSKM,CPY,,SRC,O,,SSFCINV,,
GROUP,SCRXMLREC,CPY,,SMART,CPY,SCRXMLREC,CPY,,SRC,,,SDEVDOC,,
GROUP,SCSVKEY,CPY,,SMART,CPY,SCSVKEY,CPY,,SRC,O,,SSECALM,,
GROUP,SCSVSKM,CPY,,SMART,CPY,SCSVSKM,CPY,,SRC,O,,SSFCDCT,,
GROUP,SCXIKEY,CPY,,SMART,CPY,SCXIKEY,CPY,,SRC,,,SSFCDCT,,
GROUP,SCXISKM,CPY,,SMART,CPY,SCXISKM,CPY,,SRC,,,SSFCDCT,,
GROUP,SDAFILLREC,CPY,,SMART,CPY,SDAFILLREC,CPY,,SRC,,,SSECALM,,
GROUP,SDAUENTREC,CPY,,SMART,CPY,SDAUENTREC,CPY,,SRC,,,SSECALM,,
GROUP,SDFTKEY,CPY,,SMART,CPY,SDFTKEY,CPY,,SRC,O,,SXXXXXX,,
GROUP,SDFTMNTKEY,CPY,,SMART,CPY,SDFTMNTKEY,CPY,,SRC,O,,SSFCDCT,,
GROUP,SDFTMNTSKM,CPY,,SMART,CPY,SDFTMNTSKM,CPY,,SRC,O,,SSFCDCT,,
GROUP,SDFTSKM,CPY,,SMART,CPY,SDFTSKM,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLRELMKEY,CPY,,SMART,CPY,SDLRELMKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRELMSKM,CPY,,SMART,CPY,SDLRELMSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRKEY,CPY,,SMART,CPY,SDLRKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRLVLKEY,CPY,,SMART,CPY,SDLRLVLKEY,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLRLVLSKM,CPY,,SMART,CPY,SDLRLVLSKM,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLRNMEKEY,CPY,,SMART,CPY,SDLRNMEKEY,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLRNMESKM,CPY,,SMART,CPY,SDLRNMESKM,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLRSBSKEY,CPY,,SMART,CPY,SDLRSBSKEY,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLRSBSSKM,CPY,,SMART,CPY,SDLRSBSSKM,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLRSKM,CPY,,SMART,CPY,SDLRSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRTRDKEY,CPY,,SMART,CPY,SDLRTRDKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRTRDSKM,CPY,,SMART,CPY,SDLRTRDSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRUELKEY,CPY,,SMART,CPY,SDLRUELKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRUELSKM,CPY,,SMART,CPY,SDLRUELSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRUPPKEY,CPY,,SMART,CPY,SDLRUPPKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLRUPPSKM,CPY,,SMART,CPY,SDLRUPPSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLXKEY,CPY,,SMART,CPY,SDLXKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLXSKM,CPY,,SMART,CPY,SDLXSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SDLYKEY,CPY,,SMART,CPY,SDLYKEY,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLYSKM,CPY,,SMART,CPY,SDLYSKM,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLZKEY,CPY,,SMART,CPY,SDLZKEY,CPY,,SRC,,,SSFCDCT,,
GROUP,SDLZSKM,CPY,,SMART,CPY,SDLZSKM,CPY,,SRC,,,SSFCDCT,,
GROUP,SDXAKEY,CPY,,SMART,CPY,SDXAKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SDXALEVKEY,CPY,,SMART,CPY,SDXALEVKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SDXALEVSKM,CPY,,SMART,CPY,SDXALEVSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SDXASKM,CPY,,SMART,CPY,SDXASKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SECTPASREC,CPY,,SMART,CPY,SECTPASREC,CPY,,SRC,,,SXXXXXX,,
GROUP,SENDMLREC,CPY,,SMART,CPY,SENDMLREC,CPY,,SRC,,,SDEVDOC,,
GROUP,SERDPSCR,CPY,,SMART,CPY,SERDPSCR,CPY,,SRC,O,,SDEVUTL,,
GROUP,SERORSCR,CPY,,SMART,CPY,SERORSCR,CPY,,SRC,O,,SDEVUTL,,
GROUP,SESSIONI,CPY,,SMART,CPY,SESSIONI,CPY,,SRC,,,SDEVCSA,,
GROUP,SESSIONO,CPY,,SMART,CPY,SESSIONO,CPY,,SRC,,,SDEVCSA,,
GROUP,SFCACPREC,CPY,,SMART,CPY,SFCACPREC,CPY,,SRC,,,SSFCDCT,,
GROUP,SFCELTOCPY,CPY,,SMART,CPY,SFCELTOCPY,CPY,,SRC,,,SSFCDCT,,
GROUP,SFCSVCREC,CPY,,SMART,CPY,SFCSVCREC,CPY,,SRC,,,SSFCDCT,,
GROUP,SFERRREC,CPY,,SMART,CPY,SFERRREC,CPY,,SRC,,,SDEVCSA,,
GROUP,SFERRRSP,CPY,,SMART,CPY,SFERRRSP,CPY,,SRC,,,SDEVCSA,,
GROUP,SFTLOCKREC,CPY,,SMART,CPY,SFTLOCKREC,CPY,,SRC,,,SXXXXXX,,
GROUP,SLCKKEY,CPY,,SMART,CPY,SLCKKEY,CPY,,SRC,,,SSCTORT,,
GROUP,SLCKSKM,CPY,,SMART,CPY,SLCKSKM,CPY,,SRC,,,SSCTORT,,
GROUP,SLJBKEY,CPY,,SMART,CPY,SLJBKEY,CPY,,SRC,,,SSCTORT,,
GROUP,SLJBSKM,CPY,,SMART,CPY,SLJBSKM,CPY,,SRC,,,SSCTORT,,
GROUP,SLOGKEY,CPY,,SMART,CPY,SLOGKEY,CPY,,SRC,O,,,,
GROUP,SLOGSKM,CPY,,SMART,CPY,SLOGSKM,CPY,,SRC,O,,,,
GROUP,SMM001REC,CPY,,SMART,CPY,SMM001REC,CPY,,SRC,,,SSFCDCT,,
GROUP,SMM002CPY,CPY,,SMART,CPY,SMM002CPY,CPY,,SRC,,,SSFCDCT,,
GROUP,SMM003CPY,CPY,,SMART,CPY,SMM003CPY,CPY,,SRC,,,SSFCDCT,,
GROUP,SMM004CPY,CPY,,SMART,CPY,SMM004CPY,CPY,,SRC,,,SSFCDCT,,
GROUP,SMM005CPY,CPY,,SMART,CPY,SMM005CPY,CPY,,SRC,,,SSFCDCT,,
GROUP,SMM009CPY,CPY,,SMART,CPY,SMM009CPY,CPY,,SRC,,,SSFCDCT,,
GROUP,SMTDRCGENI,CPY,,SMART,CPY,SMTDRCGENI,CPY,,SRC,,,SDEVUTL,,
GROUP,SMTDRCGENO,CPY,,SMART,CPY,SMTDRCGENO,CPY,,SRC,,,SDEVUTL,,
GROUP,SMTDTCON2,CPY,,SMART,CPY,SMTDTCON2,CPY,,SRC,O,,SARCHIV,,
GROUP,SMTFSUCPY,CPY,,SMART,CPY,SMTFSUCPY,CPY,,SRC,,,SXXXXXX,,
GROUP,SMTGRTLVLI,CPY,,SMART,CPY,SMTGRTLVLI,CPY,,SRC,O,,SSECSLM,,
GROUP,SMTGRTLVLO,CPY,,SMART,CPY,SMTGRTLVLO,CPY,,SRC,O,,SSECSLM,,
GROUP,SMTGRTOPRI,CPY,,SMART,CPY,SMTGRTOPRI,CPY,,SRC,O,,SSECSLM,,
GROUP,SMTGRTOPRO,CPY,,SMART,CPY,SMTGRTOPRO,CPY,,SRC,O,,SSECSLM,,
GROUP,SMTPFXCPY,CPY,,SMART,CPY,SMTPFXCPY,CPY,,SRC,,,SSFCDCT,,
GROUP,SMTRVKLVLI,CPY,,SMART,CPY,SMTRVKLVLI,CPY,,SRC,O,,SSECSLM,,
GROUP,SMTRVKLVLO,CPY,,SMART,CPY,SMTRVKLVLO,CPY,,SRC,O,,SSECSLM,,
GROUP,SMTRVKOPRI,CPY,,SMART,CPY,SMTRVKOPRI,CPY,,SRC,O,,SSECSLM,,
GROUP,SMTRVKOPRO,CPY,,SMART,CPY,SMTRVKOPRO,CPY,,SRC,O,,SSECSLM,,
GROUP,SPCOUTREC,CPY,,SMART,CPY,SPCOUTREC,CPY,,SRC,,,SXXXXXX,,
GROUP,SPGDKEY,CPY,,SMART,CPY,SPGDKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SPGDSKM,CPY,,SMART,CPY,SPGDSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SPGEKEY,CPY,,SMART,CPY,SPGEKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SPGESKM,CPY,,SMART,CPY,SPGESKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SPGHKEY,CPY,,SMART,CPY,SPGHKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SPGHSKM,CPY,,SMART,CPY,SPGHSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SPGMKEY,CPY,,SMART,CPY,SPGMKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,SPGMSKM,CPY,,SMART,CPY,SPGMSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,SRSK1SCR,CPY,,SMART,CPY,SRSK1SCR,CPY,,SRC,,,SDEVSCR,,
GROUP,SRSK2SCR,CPY,,SMART,CPY,SRSK2SCR,CPY,,SRC,O,,SDEVTPG,,
GROUP,SRVLOGREC,CPY,,SMART,CPY,SRVLOGREC,CPY,,SRC,O,,,,
GROUP,STRCHKREC,CPY,,SMART,CPY,STRCHKREC,CPY,,SRC,,,SXXXXXX,,
GROUP,SUBJOBREC,CPY,,SMART,CPY,SUBJOBREC,CPY,,SRC,,,SSCTBRT,,
GROUP,SUBPROGREC,CPY,,SMART,CPY,SUBPROGREC,CPY,,SRC,,,SSCTBRT,,
GROUP,SVERRCPY,CPY,,SMART,CPY,SVERRCPY,CPY,,SRC,,,SDEVCSA,,
GROUP,SVERRREC,CPY,,SMART,CPY,SVERRREC,CPY,,SRC,,,SDEVCSA,,
GROUP,SWNDFLDKEY,CPY,,SMART,CPY,SWNDFLDKEY,CPY,,SRC,,,SDEVFLD,,
GROUP,SWNDFLDSKM,CPY,,SMART,CPY,SWNDFLDSKM,CPY,,SRC,,,SDEVFLD,,
GROUP,SWNDSCRKEY,CPY,,SMART,CPY,SWNDSCRKEY,CPY,,SRC,,,SDEVFLD,,
GROUP,SWNDSCRSKM,CPY,,SMART,CPY,SWNDSCRSKM,CPY,,SRC,,,SDEVFLD,,
GROUP,SYSERRREC,CPY,,SMART,CPY,SYSERRREC,CPY,,SRC,,,SSFCDCT,,
GROUP,T0060SCR,CPY,,SMART,CPY,T0060SCR,CPY,,SRC,,,SHLPMNT,,
GROUP,T0219SCR,CPY,,SMART,CPY,T0219SCR,CPY,,SRC,,,SDEVDTS,,
GROUP,T1656REC,CPY,,SMART,CPY,T1656REC,CPY,,SRC,,,SNTPMNT,,
GROUP,T1658REC,CPY,,SMART,CPY,T1658REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1661REC,CPY,,SMART,CPY,T1661REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1667REC,CPY,,SMART,CPY,T1667REC,CPY,,SRC,,,SSCTCDF,,
GROUP,T1670REC,CPY,,SMART,CPY,T1670REC,CPY,,SRC,,,SSCTBRT,,
GROUP,T1671REC,CPY,,SMART,CPY,T1671REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1672REC,CPY,,SMART,CPY,T1672REC,CPY,,SRC,,,SSCTBRT,,
GROUP,T1674REC,CPY,,SMART,CPY,T1674REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1675REC,CPY,,SMART,CPY,T1675REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1679REC,CPY,,SMART,CPY,T1679REC,CPY,,SRC,O,,SARCHIV,,
GROUP,T1680REC,CPY,,SMART,CPY,T1680REC,CPY,,SRC,,,SDEVTAB,,
GROUP,T1681REC,CPY,,SMART,CPY,T1681REC,CPY,,SRC,,,SSFCDCT,,
GROUP,T1682REC,CPY,,SMART,CPY,T1682REC,CPY,,SRC,,,SSFCDCT,,
GROUP,T1683CPY,CPY,,SMART,CPY,T1683CPY,CPY,,SRC,O,,SXXXXXX,,
GROUP,T1683REC,CPY,,SMART,CPY,T1683REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1684CPY,CPY,,SMART,CPY,T1684CPY,CPY,,SRC,O,,SXXXXXX,,
GROUP,T1684REC,CPY,,SMART,CPY,T1684REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1685REC,CPY,,SMART,CPY,T1685REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1686REC,CPY,,SMART,CPY,T1686REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1688CPY,CPY,,SMART,CPY,T1688CPY,CPY,,SRC,O,,SXXXXXX,,
GROUP,T1688REC,CPY,,SMART,CPY,T1688REC,CPY,,SRC,,,SSCTORT,,
GROUP,T1690CPY,CPY,,SMART,CPY,T1690CPY,CPY,,SRC,O,,SXXXXXX,,
GROUP,T1690REC,CPY,,SMART,CPY,T1690REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1691CPY,CPY,,SMART,CPY,T1691CPY,CPY,,SRC,O,,SXXXXXX,,
GROUP,T1691REC,CPY,,SMART,CPY,T1691REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1692CPY,CPY,,SMART,CPY,T1692CPY,CPY,,SRC,O,,SXXXXXX,,
GROUP,T1692REC,CPY,,SMART,CPY,T1692REC,CPY,,SRC,,,SXXXXXX,,
GROUP,T1693REC,CPY,,SMART,CPY,T1693REC,CPY,,SRC,,,SSCTORT,,
GROUP,T1696REC,CPY,,SMART,CPY,T1696REC,CPY,,SRC,,,SSCTORT,,
GROUP,T1697REC,CPY,,SMART,CPY,T1697REC,CPY,,SRC,,,SSCTAUD,,
GROUP,T1698CPY,CPY,,SMART,CPY,T1698CPY,CPY,,SRC,O,,SXXXXXX,,
GROUP,T1698REC,CPY,,SMART,CPY,T1698REC,CPY,,SRC,,,SDEVTAB,,
GROUP,T1702REC,CPY,,SMART,CPY,T1702REC,CPY,,SRC,,,SSCTART,,
GROUP,T1704REC,CPY,,SMART,CPY,T1704REC,CPY,,SRC,,,SSECALM,,
GROUP,T1716REC,CPY,,SMART,CPY,T1716REC,CPY,,SRC,,,SDEVDOC,,
GROUP,T1719REC,CPY,,SMART,CPY,T1719REC,CPY,,SRC,O,,SARCHIV,,
GROUP,T1720REC,CPY,,SMART,CPY,T1720REC,CPY,,SRC,O,,SARCHIV,,
GROUP,T1721REC,CPY,,SMART,CPY,T1721REC,CPY,,SRC,,,SDEVDOC,,
GROUP,T1901REC,CPY,,SMART,CPY,T1901REC,CPY,,SRC,,,EOSPENG,,
GROUP,T1902REC,CPY,,SMART,CPY,T1902REC,CPY,,SRC,O,,,,
GROUP,T1903REC,CPY,,SMART,CPY,T1903REC,CPY,,SRC,O,,,,
GROUP,T1999REC,CPY,,SMART,CPY,T1999REC,CPY,,SRC,,,SSCTBRT,,
GROUP,TABLISTREC,CPY,,SMART,CPY,TABLISTREC,CPY,,SRC,,,SXXXXXX,,
GROUP,TABUFFREC,CPY,,SMART,CPY,TABUFFREC,CPY,,SRC,,,SXXXXXX,,
GROUP,THHHHREC,CPY,,SMART,CPY,THHHHREC,CPY,,SRC,,,SDEVTAB,,
GROUP,TILEREC,CPY,,SMART,CPY,TILEREC,CPY,,SRC,,,SSCTORT,,
GROUP,TIMCON1REC,CPY,,SMART,CPY,TIMCON1REC,CPY,,SRC,,,SSCTORT,,
GROUP,TIMCONREC,CPY,,SMART,CPY,TIMCONREC,CPY,,SRC,O,,SXXXXXX,,
GROUP,TLOGREC ,CPY,,SMART,CPY,TLOGREC ,CPY,,,O,,SSCTORT,,
GROUP,TRCDSRTREC,CPY,,SMART,CPY,TRCDSRTREC,CPY,,SRC,,,SXXXXXX,,
GROUP,TRNREC,CPY,,SMART,CPY,TRNREC,CPY,,SRC,,,SSCTAIN,,
GROUP,TYPCNVCPY,CPY,,SMART,CPY,TYPCNVCPY,CPY,,SRC,,,SSFCDCT,,
GROUP,UFABCPYKEY,CPY,,SMART,CPY,UFABCPYKEY,CPY,,SRC,,,SSECALM,,
GROUP,UFABCPYSKM,CPY,,SMART,CPY,UFABCPYSKM,CPY,,SRC,,,SSECALM,,
GROUP,UFABKEY,CPY,,SMART,CPY,UFABKEY,CPY,,SRC,,,SSECALM,,
GROUP,UFABSKM,CPY,,SMART,CPY,UFABSKM,CPY,,SRC,,,SSECALM,,
GROUP,UFASCPYKEY,CPY,,SMART,CPY,UFASCPYKEY,CPY,,SRC,,,SSECALM,,
GROUP,UFASCPYSKM,CPY,,SMART,CPY,UFASCPYSKM,CPY,,SRC,,,SSECALM,,
GROUP,UFASKEY,CPY,,SMART,CPY,UFASKEY,CPY,,SRC,,,SSECALM,,
GROUP,UFASSKM,CPY,,SMART,CPY,UFASSKM,CPY,,SRC,,,SSECALM,,
GROUP,UITXKEY,CPY,,SMART,CPY,UITXKEY,CPY,,SRC,,,SDEVUTL,,
GROUP,UITXSKM,CPY,,SMART,CPY,UITXSKM,CPY,,SRC,,,SDEVUTL,,
GROUP,ULVAKEY,CPY,,SMART,CPY,ULVAKEY,CPY,,SRC,,,SDEVUTL,,
